fecha_hora,hora,p10,p50,p90,origen
2028-03-28 04:00:00,4,0.00,58.05,133.77,fundamental
2028-03-28 05:00:00,5,-0.01,66.86,146.40,fundamental
2028-03-28 06:00:00,6,0.00,78.22,175.25,fundamental
2028-03-28 07:00:00,7,0.00,82.92,198.84,fundamental
2028-03-28 08:00:00,8,0.00,60.12,162.15,fundamental
2028-03-28 09:00:00,9,-0.11,32.68,105.43,fundamental
2028-03-28 10:00:00,10,-0.56,5.91,50.45,fundamental
2028-03-28 11:00:00,11,-1.77,0.00,11.90,fundamental
2028-03-28 12:00:00,12,-1.21,0.00,4.21,fundamental
2028-03-28 13:00:00,13,-1.09,0.00,3.46,fundamental
2028-03-28 14:00:00,14,-2.10,0.00,2.19,fundamental
2028-03-28 15:00:00,15,-1.00,0.00,4.10,fundamental
2028-03-28 16:00:00,16,-0.43,2.46,19.91,fundamental
2028-03-28 17:00:00,17,-0.01,16.63,57.93,fundamental
2028-03-28 18:00:00,18,0.00,47.25,104.14,fundamental
2028-03-28 19:00:00,19,2.96,75.04,153.67,fundamental
2028-03-28 20:00:00,20,9.49,92.68,181.05,fundamental
2028-03-28 21:00:00,21,9.07,89.94,189.44,fundamental
2028-03-28 22:00:00,22,5.97,77.73,174.57,fundamental
2028-03-28 23:00:00,23,9.08,62.13,172.81,fundamental
2028-03-29 00:00:00,0,5.99,58.42,131.06,fundamental
2028-03-29 01:00:00,1,2.83,47.47,113.70,fundamental
2028-03-29 02:00:00,2,1.43,42.99,114.70,fundamental
2028-03-29 03:00:00,3,0.00,46.36,119.37,fundamental
2028-03-29 04:00:00,4,0.00,42.88,128.52,fundamental
2028-03-29 05:00:00,5,1.64,49.42,135.36,fundamental
2028-03-29 06:00:00,6,3.13,71.55,153.71,fundamental
2028-03-29 07:00:00,7,2.59,75.60,177.92,fundamental
2028-03-29 08:00:00,8,0.00,65.01,172.44,fundamental
2028-03-29 09:00:00,9,-0.02,39.14,112.68,fundamental
2028-03-29 10:00:00,10,-0.62,5.55,61.91,fundamental
2028-03-29 11:00:00,11,-0.60,1.13,42.90,fundamental
2028-03-29 12:00:00,12,-1.21,0.00,24.88,fundamental
2028-03-29 13:00:00,13,-1.16,0.00,20.65,fundamental
2028-03-29 14:00:00,14,-1.02,0.00,4.93,fundamental
2028-03-29 15:00:00,15,-1.78,0.00,14.67,fundamental
2028-03-29 16:00:00,16,-1.87,0.16,35.51,fundamental
2028-03-29 17:00:00,17,-0.32,3.68,51.62,fundamental
2028-03-29 18:00:00,18,-0.35,23.63,85.68,fundamental
2028-03-29 19:00:00,19,4.57,57.95,139.42,fundamental
2028-03-29 20:00:00,20,11.77,94.16,194.11,fundamental
2028-03-29 21:00:00,21,12.94,96.94,185.04,fundamental
2028-03-29 22:00:00,22,9.54,81.10,170.17,fundamental
2028-03-29 23:00:00,23,2.29,76.45,152.27,fundamental
2028-03-30 00:00:00,0,6.97,60.27,123.88,fundamental
2028-03-30 01:00:00,1,4.80,50.77,109.99,fundamental
2028-03-30 02:00:00,2,6.04,47.29,100.46,fundamental
2028-03-30 03:00:00,3,6.24,48.49,98.64,fundamental
2028-03-30 04:00:00,4,9.56,51.70,106.58,fundamental
2028-03-30 05:00:00,5,8.57,55.98,111.17,fundamental
2028-03-30 06:00:00,6,10.75,72.78,145.60,fundamental
2028-03-30 07:00:00,7,14.24,81.52,160.94,fundamental
2028-03-30 08:00:00,8,9.07,63.83,139.80,fundamental
2028-03-30 09:00:00,9,0.00,33.02,95.38,fundamental
2028-03-30 10:00:00,10,-1.19,4.95,46.44,fundamental
2028-03-30 11:00:00,11,-0.67,1.39,14.29,fundamental
2028-03-30 12:00:00,12,-1.24,0.00,4.12,fundamental
2028-03-30 13:00:00,13,-1.54,0.00,2.77,fundamental
2028-03-30 14:00:00,14,-1.24,0.00,2.27,fundamental
2028-03-30 15:00:00,15,-0.91,0.00,3.98,fundamental
2028-03-30 16:00:00,16,-0.81,1.41,27.74,fundamental
2028-03-30 17:00:00,17,-0.56,7.41,70.43,fundamental
2028-03-30 18:00:00,18,2.81,31.75,107.21,fundamental
2028-03-30 19:00:00,19,11.60,64.08,148.68,fundamental
2028-03-30 20:00:00,20,13.22,103.14,186.12,fundamental
2028-03-30 21:00:00,21,13.51,111.27,188.35,fundamental
2028-03-30 22:00:00,22,14.64,94.22,167.66,fundamental
2028-03-30 23:00:00,23,11.28,80.53,152.74,fundamental
2028-03-31 00:00:00,0,9.68,61.14,117.67,fundamental
2028-03-31 01:00:00,1,0.00,48.25,99.34,fundamental
2028-03-31 02:00:00,2,0.00,48.34,87.58,fundamental
2028-03-31 03:00:00,3,1.16,46.66,87.28,fundamental
2028-03-31 04:00:00,4,4.76,43.07,86.38,fundamental
2028-03-31 05:00:00,5,4.75,37.42,86.93,fundamental
2028-03-31 06:00:00,6,15.82,58.86,103.58,fundamental
2028-03-31 07:00:00,7,17.72,68.92,118.98,fundamental
2028-03-31 08:00:00,8,10.21,65.41,144.18,fundamental
2028-03-31 09:00:00,9,0.00,28.94,87.26,fundamental
2028-03-31 10:00:00,10,-0.01,4.86,43.41,fundamental
2028-03-31 11:00:00,11,-0.89,0.18,10.41,fundamental
2028-03-31 12:00:00,12,-1.01,0.00,3.27,fundamental
2028-03-31 13:00:00,13,-1.16,0.00,3.45,fundamental
2028-03-31 14:00:00,14,-1.57,0.00,1.65,fundamental
2028-03-31 15:00:00,15,-1.54,0.00,1.89,fundamental
2028-03-31 16:00:00,16,-2.01,0.00,3.32,fundamental
2028-03-31 17:00:00,17,-1.04,0.22,46.56,fundamental
2028-03-31 18:00:00,18,-1.00,3.80,95.99,fundamental
2028-03-31 19:00:00,19,-0.36,21.29,118.09,fundamental
2028-03-31 20:00:00,20,7.57,57.79,141.35,fundamental
2028-03-31 21:00:00,21,7.41,60.95,144.37,fundamental
2028-03-31 22:00:00,22,7.80,53.83,124.19,fundamental
2028-03-31 23:00:00,23,10.52,51.54,115.11,fundamental
2028-04-01 00:00:00,0,0.00,26.78,94.89,fundamental
2028-04-01 01:00:00,1,-0.16,16.23,79.13,fundamental
2028-04-01 02:00:00,2,-0.32,14.48,75.35,fundamental
2028-04-01 03:00:00,3,-0.03,14.59,78.58,fundamental
2028-04-01 04:00:00,4,-0.01,16.32,74.00,fundamental
2028-04-01 05:00:00,5,-0.10,12.55,66.97,fundamental
2028-04-01 06:00:00,6,-0.02,22.24,74.49,fundamental
2028-04-01 07:00:00,7,-0.51,9.59,60.06,fundamental
2028-04-01 08:00:00,8,-0.60,2.44,23.26,fundamental
2028-04-01 09:00:00,9,-0.60,0.00,5.81,fundamental
2028-04-01 10:00:00,10,-2.06,0.00,2.32,fundamental
2028-04-01 11:00:00,11,-1.00,0.00,1.65,fundamental
2028-04-01 12:00:00,12,-2.00,0.00,1.38,fundamental
2028-04-01 13:00:00,13,-2.08,0.00,1.31,fundamental
2028-04-01 14:00:00,14,-1.98,0.00,1.50,fundamental
2028-04-01 15:00:00,15,-2.10,0.00,1.38,fundamental
2028-04-01 16:00:00,16,-1.01,0.00,3.68,fundamental
2028-04-01 17:00:00,17,-1.04,2.10,23.29,fundamental
2028-04-01 18:00:00,18,-0.01,12.35,62.75,fundamental
2028-04-01 19:00:00,19,2.40,47.71,97.22,fundamental
2028-04-01 20:00:00,20,10.77,67.81,136.12,fundamental
2028-04-01 21:00:00,21,12.71,87.66,163.37,fundamental
2028-04-01 22:00:00,22,11.43,78.57,147.53,fundamental
2028-04-01 23:00:00,23,7.72,65.78,129.36,fundamental
2028-04-02 00:00:00,0,5.18,48.10,122.22,fundamental
2028-04-02 01:00:00,1,0.00,39.36,107.73,fundamental
2028-04-02 02:00:00,2,-0.00,38.91,93.46,fundamental
2028-04-02 03:00:00,3,0.00,35.37,93.17,fundamental
2028-04-02 04:00:00,4,-0.22,33.60,87.01,fundamental
2028-04-02 05:00:00,5,0.00,26.30,86.84,fundamental
2028-04-02 06:00:00,6,-0.01,30.80,89.05,fundamental
2028-04-02 07:00:00,7,0.00,18.53,73.91,fundamental
2028-04-02 08:00:00,8,-0.60,3.84,47.27,fundamental
2028-04-02 09:00:00,9,-0.96,1.31,21.95,fundamental
2028-04-02 10:00:00,10,-1.74,0.00,4.25,fundamental
2028-04-02 11:00:00,11,-1.58,0.00,1.98,fundamental
2028-04-02 12:00:00,12,-1.21,0.00,1.43,fundamental
2028-04-02 13:00:00,13,-1.08,0.00,1.14,fundamental
2028-04-02 14:00:00,14,-1.54,0.00,1.49,fundamental
2028-04-02 15:00:00,15,-2.08,0.00,2.06,fundamental
2028-04-02 16:00:00,16,-1.49,0.00,5.24,fundamental
2028-04-02 17:00:00,17,-0.43,2.90,33.58,fundamental
2028-04-02 18:00:00,18,-0.60,21.82,67.21,fundamental
2028-04-02 19:00:00,19,7.60,50.23,96.68,fundamental
2028-04-02 20:00:00,20,11.78,68.80,126.68,fundamental
2028-04-02 21:00:00,21,16.02,90.75,155.91,fundamental
2028-04-02 22:00:00,22,9.49,79.93,138.20,fundamental
2028-04-02 23:00:00,23,9.05,67.97,114.09,fundamental
2028-04-03 00:00:00,0,10.92,68.99,140.15,fundamental
2028-04-03 01:00:00,1,9.07,62.19,115.74,fundamental
2028-04-03 02:00:00,2,12.07,58.04,108.49,fundamental
2028-04-03 03:00:00,3,7.01,60.10,118.21,fundamental
2028-04-03 04:00:00,4,7.36,59.16,120.15,fundamental
2028-04-03 05:00:00,5,13.72,63.99,121.58,fundamental
2028-04-03 06:00:00,6,15.95,80.38,155.96,fundamental
2028-04-03 07:00:00,7,14.30,77.39,136.63,fundamental
2028-04-03 08:00:00,8,5.85,53.52,95.72,fundamental
2028-04-03 09:00:00,9,0.00,24.82,52.97,fundamental
2028-04-03 10:00:00,10,-0.60,1.39,12.49,fundamental
2028-04-03 11:00:00,11,-1.87,0.00,3.18,fundamental
2028-04-03 12:00:00,12,-1.02,0.00,2.06,fundamental
2028-04-03 13:00:00,13,-0.84,0.00,2.03,fundamental
2028-04-03 14:00:00,14,-2.11,0.00,1.94,fundamental
2028-04-03 15:00:00,15,-1.02,0.00,2.81,fundamental
2028-04-03 16:00:00,16,-1.00,2.60,12.32,fundamental
2028-04-03 17:00:00,17,0.00,26.78,55.36,fundamental
2028-04-03 18:00:00,18,6.82,55.92,114.94,fundamental
2028-04-03 19:00:00,19,19.95,80.38,167.73,fundamental
2028-04-03 20:00:00,20,15.50,90.99,196.92,fundamental
2028-04-03 21:00:00,21,14.55,89.55,217.91,fundamental
2028-04-03 22:00:00,22,12.50,68.70,180.90,fundamental
2028-04-03 23:00:00,23,2.80,45.40,166.00,fundamental
2028-04-04 00:00:00,0,4.42,60.23,152.60,fundamental
2028-04-04 01:00:00,1,0.00,54.28,132.15,fundamental
2028-04-04 02:00:00,2,0.00,57.01,134.30,fundamental
2028-04-04 03:00:00,3,0.00,49.24,135.97,fundamental
2028-04-04 04:00:00,4,-0.00,44.25,135.81,fundamental
2028-04-04 05:00:00,5,0.37,55.56,130.89,fundamental
2028-04-04 06:00:00,6,0.00,59.55,162.13,fundamental
2028-04-04 07:00:00,7,0.00,65.69,149.76,fundamental
2028-04-04 08:00:00,8,0.00,39.12,97.69,fundamental
2028-04-04 09:00:00,9,-0.26,5.42,52.57,fundamental
2028-04-04 10:00:00,10,-0.50,0.75,9.68,fundamental
2028-04-04 11:00:00,11,-1.00,0.00,2.67,fundamental
2028-04-04 12:00:00,12,-1.85,0.00,1.93,fundamental
2028-04-04 13:00:00,13,-2.10,0.00,1.83,fundamental
2028-04-04 14:00:00,14,-1.00,0.00,1.82,fundamental
2028-04-04 15:00:00,15,-1.88,0.00,2.25,fundamental
2028-04-04 16:00:00,16,-1.28,0.07,11.51,fundamental
2028-04-04 17:00:00,17,-0.07,21.53,57.73,fundamental
2028-04-04 18:00:00,18,3.37,53.73,104.19,fundamental
2028-04-04 19:00:00,19,5.44,82.64,172.34,fundamental
2028-04-04 20:00:00,20,9.07,105.59,209.01,fundamental
2028-04-04 21:00:00,21,14.28,115.12,219.88,fundamental
2028-04-04 22:00:00,22,9.47,102.51,211.73,fundamental
2028-04-04 23:00:00,23,7.27,88.01,197.40,fundamental
2028-04-05 00:00:00,0,6.80,74.58,171.61,fundamental
2028-04-05 01:00:00,1,6.78,65.78,138.16,fundamental
2028-04-05 02:00:00,2,6.05,61.12,126.00,fundamental
2028-04-05 03:00:00,3,9.42,61.04,139.11,fundamental
2028-04-05 04:00:00,4,9.48,66.61,127.27,fundamental
2028-04-05 05:00:00,5,10.33,69.92,139.57,fundamental
2028-04-05 06:00:00,6,14.42,82.92,163.55,fundamental
2028-04-05 07:00:00,7,13.38,73.97,153.40,fundamental
2028-04-05 08:00:00,8,7.24,49.94,95.24,fundamental
2028-04-05 09:00:00,9,-0.01,21.38,56.40,fundamental
2028-04-05 10:00:00,10,-0.63,1.31,13.22,fundamental
2028-04-05 11:00:00,11,-1.43,0.00,4.18,fundamental
2028-04-05 12:00:00,12,-2.01,0.00,2.26,fundamental
2028-04-05 13:00:00,13,-1.22,0.00,2.18,fundamental
2028-04-05 14:00:00,14,-0.61,0.00,2.77,fundamental
2028-04-05 15:00:00,15,-0.94,0.00,5.40,fundamental
2028-04-05 16:00:00,16,-0.99,2.34,26.47,fundamental
2028-04-05 17:00:00,17,0.20,29.69,74.43,fundamental
2028-04-05 18:00:00,18,6.07,65.84,128.44,fundamental
2028-04-05 19:00:00,19,15.57,93.51,178.11,fundamental
2028-04-05 20:00:00,20,19.95,111.03,205.46,fundamental
2028-04-05 21:00:00,21,21.55,119.78,235.53,fundamental
2028-04-05 22:00:00,22,18.68,115.01,205.38,fundamental
2028-04-05 23:00:00,23,12.41,104.29,200.99,fundamental
2028-04-06 00:00:00,0,11.36,92.93,190.34,fundamental
2028-04-06 01:00:00,1,9.33,78.69,142.02,fundamental
2028-04-06 02:00:00,2,7.41,74.15,138.57,fundamental
2028-04-06 03:00:00,3,7.49,71.99,147.51,fundamental
2028-04-06 04:00:00,4,7.74,71.94,133.76,fundamental
2028-04-06 05:00:00,5,7.41,80.13,136.90,fundamental
2028-04-06 06:00:00,6,16.01,96.63,160.99,fundamental
2028-04-06 07:00:00,7,16.74,82.07,149.30,fundamental
2028-04-06 08:00:00,8,7.30,55.70,109.89,fundamental
2028-04-06 09:00:00,9,-0.04,25.86,66.81,fundamental
2028-04-06 10:00:00,10,-0.44,2.68,27.72,fundamental
2028-04-06 11:00:00,11,-1.11,0.00,5.16,fundamental
2028-04-06 12:00:00,12,-1.24,0.00,2.79,fundamental
2028-04-06 13:00:00,13,-2.02,0.00,2.12,fundamental
2028-04-06 14:00:00,14,-1.54,0.00,2.59,fundamental
2028-04-06 15:00:00,15,-1.01,0.21,4.54,fundamental
2028-04-06 16:00:00,16,-0.44,1.56,16.86,fundamental
2028-04-06 17:00:00,17,0.00,29.05,64.84,fundamental
2028-04-06 18:00:00,18,6.59,57.54,102.64,fundamental
2028-04-06 19:00:00,19,21.40,83.34,148.56,fundamental
2028-04-06 20:00:00,20,23.35,106.84,183.22,fundamental
2028-04-06 21:00:00,21,24.83,123.54,219.84,fundamental
2028-04-06 22:00:00,22,18.39,111.65,195.11,fundamental
2028-04-06 23:00:00,23,20.59,92.22,169.00,fundamental
2028-04-07 00:00:00,0,11.19,77.97,165.79,fundamental
2028-04-07 01:00:00,1,8.62,70.09,150.09,fundamental
2028-04-07 02:00:00,2,7.01,63.81,126.79,fundamental
2028-04-07 03:00:00,3,8.54,64.19,130.82,fundamental
2028-04-07 04:00:00,4,15.05,63.89,130.09,fundamental
2028-04-07 05:00:00,5,14.15,67.46,151.39,fundamental
2028-04-07 06:00:00,6,23.85,76.55,198.42,fundamental
2028-04-07 07:00:00,7,18.73,74.75,169.47,fundamental
2028-04-07 08:00:00,8,7.80,51.99,107.82,fundamental
2028-04-07 09:00:00,9,-0.02,20.36,59.11,fundamental
2028-04-07 10:00:00,10,-0.82,1.70,16.93,fundamental
2028-04-07 11:00:00,11,-2.10,0.00,3.75,fundamental
2028-04-07 12:00:00,12,-1.57,0.00,2.14,fundamental
2028-04-07 13:00:00,13,-1.54,0.00,1.98,fundamental
2028-04-07 14:00:00,14,-1.02,0.00,2.13,fundamental
2028-04-07 15:00:00,15,-1.00,0.00,4.10,fundamental
2028-04-07 16:00:00,16,-0.42,1.66,17.61,fundamental
2028-04-07 17:00:00,17,-0.01,25.37,65.34,fundamental
2028-04-07 18:00:00,18,9.07,64.75,117.85,fundamental
2028-04-07 19:00:00,19,14.50,97.60,171.25,fundamental
2028-04-07 20:00:00,20,21.36,114.37,218.42,fundamental
2028-04-07 21:00:00,21,18.49,123.48,238.55,fundamental
2028-04-07 22:00:00,22,22.81,107.36,208.10,fundamental
2028-04-07 23:00:00,23,15.69,92.24,179.22,fundamental
2028-04-08 00:00:00,0,10.33,66.10,148.57,fundamental
2028-04-08 01:00:00,1,11.03,61.19,156.73,fundamental
2028-04-08 02:00:00,2,5.56,53.42,133.53,fundamental
2028-04-08 03:00:00,3,5.46,52.85,128.47,fundamental
2028-04-08 04:00:00,4,5.49,50.73,124.07,fundamental
2028-04-08 05:00:00,5,4.75,49.91,119.28,fundamental
2028-04-08 06:00:00,6,7.19,51.37,130.96,fundamental
2028-04-08 07:00:00,7,0.00,38.36,86.74,fundamental
2028-04-08 08:00:00,8,-0.24,13.71,52.99,fundamental
2028-04-08 09:00:00,9,-0.84,1.97,18.27,fundamental
2028-04-08 10:00:00,10,-1.49,0.00,2.99,fundamental
2028-04-08 11:00:00,11,-1.83,0.00,1.89,fundamental
2028-04-08 12:00:00,12,-2.00,0.00,1.32,fundamental
2028-04-08 13:00:00,13,-2.00,0.00,1.42,fundamental
2028-04-08 14:00:00,14,-2.08,0.00,1.58,fundamental
2028-04-08 15:00:00,15,-1.45,0.00,2.34,fundamental
2028-04-08 16:00:00,16,-1.00,0.00,4.95,fundamental
2028-04-08 17:00:00,17,-0.69,8.44,39.59,fundamental
2028-04-08 18:00:00,18,-0.01,36.53,86.36,fundamental
2028-04-08 19:00:00,19,0.00,54.92,133.28,fundamental
2028-04-08 20:00:00,20,11.08,69.72,170.26,fundamental
2028-04-08 21:00:00,21,12.82,90.32,187.60,fundamental
2028-04-08 22:00:00,22,11.53,83.09,182.52,fundamental
2028-04-08 23:00:00,23,10.99,68.73,165.47,fundamental
2028-04-09 00:00:00,0,9.42,54.44,147.09,fundamental
2028-04-09 01:00:00,1,8.17,51.25,140.01,fundamental
2028-04-09 02:00:00,2,7.41,51.86,123.15,fundamental
2028-04-09 03:00:00,3,6.64,54.03,121.63,fundamental
2028-04-09 04:00:00,4,7.71,52.98,118.08,fundamental
2028-04-09 05:00:00,5,8.45,57.84,125.00,fundamental
2028-04-09 06:00:00,6,7.82,67.36,133.70,fundamental
2028-04-09 07:00:00,7,6.35,48.15,98.24,fundamental
2028-04-09 08:00:00,8,-0.01,25.39,62.79,fundamental
2028-04-09 09:00:00,9,-0.82,3.66,27.80,fundamental
2028-04-09 10:00:00,10,-0.86,0.90,4.86,fundamental
2028-04-09 11:00:00,11,-1.54,0.00,2.12,fundamental
2028-04-09 12:00:00,12,-1.59,0.00,1.58,fundamental
2028-04-09 13:00:00,13,-2.53,0.00,1.56,fundamental
2028-04-09 14:00:00,14,-2.10,0.00,1.59,fundamental
2028-04-09 15:00:00,15,-1.49,0.00,2.10,fundamental
2028-04-09 16:00:00,16,-1.00,0.00,8.63,fundamental
2028-04-09 17:00:00,17,-0.29,8.88,52.35,fundamental
2028-04-09 18:00:00,18,4.25,43.96,89.93,fundamental
2028-04-09 19:00:00,19,10.46,72.18,128.38,fundamental
2028-04-09 20:00:00,20,16.08,93.10,168.97,fundamental
2028-04-09 21:00:00,21,20.27,106.69,189.27,fundamental
2028-04-09 22:00:00,22,20.75,99.98,191.89,fundamental
2028-04-09 23:00:00,23,22.88,89.68,171.48,fundamental
2028-04-10 00:00:00,0,15.17,98.17,163.58,fundamental
2028-04-10 01:00:00,1,14.40,83.61,132.59,fundamental
2028-04-10 02:00:00,2,15.64,70.72,116.89,fundamental
2028-04-10 03:00:00,3,17.86,70.44,129.92,fundamental
2028-04-10 04:00:00,4,14.94,71.80,133.75,fundamental
2028-04-10 05:00:00,5,10.07,81.85,146.99,fundamental
2028-04-10 06:00:00,6,11.47,95.15,174.91,fundamental
2028-04-10 07:00:00,7,11.53,86.18,168.39,fundamental
2028-04-10 08:00:00,8,8.66,57.48,103.58,fundamental
2028-04-10 09:00:00,9,-0.01,24.10,53.19,fundamental
2028-04-10 10:00:00,10,-0.44,2.67,18.54,fundamental
2028-04-10 11:00:00,11,-0.70,0.00,4.93,fundamental
2028-04-10 12:00:00,12,-1.02,0.00,2.72,fundamental
2028-04-10 13:00:00,13,-1.18,0.00,3.77,fundamental
2028-04-10 14:00:00,14,-1.24,0.00,5.03,fundamental
2028-04-10 15:00:00,15,-1.95,0.00,18.09,fundamental
2028-04-10 16:00:00,16,-0.77,2.25,42.18,fundamental
2028-04-10 17:00:00,17,-0.01,25.15,77.66,fundamental
2028-04-10 18:00:00,18,6.02,52.75,130.80,fundamental
2028-04-10 19:00:00,19,11.33,82.83,178.95,fundamental
2028-04-10 20:00:00,20,15.75,106.90,199.96,fundamental
2028-04-10 21:00:00,21,14.95,120.43,249.15,fundamental
2028-04-10 22:00:00,22,13.95,105.91,220.58,fundamental
2028-04-10 23:00:00,23,9.49,91.75,190.70,fundamental
2028-04-11 00:00:00,0,9.07,64.85,147.80,fundamental
2028-04-11 01:00:00,1,7.41,61.51,123.14,fundamental
2028-04-11 02:00:00,2,6.35,57.43,118.53,fundamental
2028-04-11 03:00:00,3,6.43,55.26,117.21,fundamental
2028-04-11 04:00:00,4,5.86,55.47,113.00,fundamental
2028-04-11 05:00:00,5,8.85,56.94,113.55,fundamental
2028-04-11 06:00:00,6,7.69,69.58,141.91,fundamental
2028-04-11 07:00:00,7,9.31,65.53,131.55,fundamental
2028-04-11 08:00:00,8,1.77,41.12,94.46,fundamental
2028-04-11 09:00:00,9,-0.17,11.04,52.18,fundamental
2028-04-11 10:00:00,10,-0.77,0.40,12.79,fundamental
2028-04-11 11:00:00,11,-0.99,0.00,3.22,fundamental
2028-04-11 12:00:00,12,-2.00,0.00,2.15,fundamental
2028-04-11 13:00:00,13,-1.94,0.00,2.04,fundamental
2028-04-11 14:00:00,14,-2.00,0.00,2.12,fundamental
2028-04-11 15:00:00,15,-1.23,0.00,3.84,fundamental
2028-04-11 16:00:00,16,-0.43,1.33,17.96,fundamental
2028-04-11 17:00:00,17,-0.01,10.62,52.67,fundamental
2028-04-11 18:00:00,18,0.00,40.40,90.08,fundamental
2028-04-11 19:00:00,19,14.84,73.22,131.77,fundamental
2028-04-11 20:00:00,20,27.51,101.50,159.20,fundamental
2028-04-11 21:00:00,21,18.88,108.50,181.61,fundamental
2028-04-11 22:00:00,22,12.46,96.00,165.30,fundamental
2028-04-11 23:00:00,23,14.41,79.54,151.99,fundamental
2028-04-12 00:00:00,0,0.00,52.09,126.30,fundamental
2028-04-12 01:00:00,1,0.00,42.05,112.27,fundamental
2028-04-12 02:00:00,2,1.04,40.82,108.48,fundamental
2028-04-12 03:00:00,3,4.83,42.92,116.05,fundamental
2028-04-12 04:00:00,4,2.41,41.16,113.69,fundamental
2028-04-12 05:00:00,5,9.24,48.69,127.80,fundamental
2028-04-12 06:00:00,6,18.53,61.90,148.29,fundamental
2028-04-12 07:00:00,7,11.08,61.47,142.97,fundamental
2028-04-12 08:00:00,8,5.89,44.89,103.92,fundamental
2028-04-12 09:00:00,9,-0.04,14.67,62.57,fundamental
2028-04-12 10:00:00,10,-0.46,1.92,23.69,fundamental
2028-04-12 11:00:00,11,-1.89,0.00,3.58,fundamental
2028-04-12 12:00:00,12,-1.57,0.00,3.16,fundamental
2028-04-12 13:00:00,13,-1.50,0.00,2.41,fundamental
2028-04-12 14:00:00,14,-1.01,0.00,4.34,fundamental
2028-04-12 15:00:00,15,-1.03,0.00,8.07,fundamental
2028-04-12 16:00:00,16,-0.62,1.19,28.48,fundamental
2028-04-12 17:00:00,17,0.00,26.70,68.06,fundamental
2028-04-12 18:00:00,18,0.00,49.72,116.36,fundamental
2028-04-12 19:00:00,19,11.62,83.68,166.86,fundamental
2028-04-12 20:00:00,20,13.93,101.84,204.91,fundamental
2028-04-12 21:00:00,21,20.18,109.47,244.72,fundamental
2028-04-12 22:00:00,22,13.82,105.55,214.63,fundamental
2028-04-12 23:00:00,23,12.51,82.83,200.42,fundamental
2028-04-13 00:00:00,0,3.73,70.42,172.64,fundamental
2028-04-13 01:00:00,1,0.00,54.23,153.60,fundamental
2028-04-13 02:00:00,2,3.58,48.29,131.19,fundamental
2028-04-13 03:00:00,3,7.97,50.49,140.11,fundamental
2028-04-13 04:00:00,4,9.49,58.01,142.21,fundamental
2028-04-13 05:00:00,5,10.68,64.62,159.84,fundamental
2028-04-13 06:00:00,6,15.11,86.61,177.33,fundamental
2028-04-13 07:00:00,7,12.21,76.11,168.31,fundamental
2028-04-13 08:00:00,8,6.74,53.02,118.25,fundamental
2028-04-13 09:00:00,9,-0.01,22.12,63.81,fundamental
2028-04-13 10:00:00,10,-0.50,3.39,20.74,fundamental
2028-04-13 11:00:00,11,-1.21,0.00,6.07,fundamental
2028-04-13 12:00:00,12,-1.11,0.00,2.70,fundamental
2028-04-13 13:00:00,13,-1.16,0.00,3.58,fundamental
2028-04-13 14:00:00,14,-0.85,0.00,4.69,fundamental
2028-04-13 15:00:00,15,-1.30,0.80,13.88,fundamental
2028-04-13 16:00:00,16,-0.66,7.55,43.47,fundamental
2028-04-13 17:00:00,17,0.00,36.02,93.18,fundamental
2028-04-13 18:00:00,18,14.41,62.67,139.41,fundamental
2028-04-13 19:00:00,19,26.01,85.26,160.27,fundamental
2028-04-13 20:00:00,20,31.91,101.74,199.82,fundamental
2028-04-13 21:00:00,21,31.22,123.87,241.43,fundamental
2028-04-13 22:00:00,22,23.70,106.36,214.22,fundamental
2028-04-13 23:00:00,23,16.07,94.43,192.74,fundamental
2028-04-14 00:00:00,0,15.48,84.50,174.18,fundamental
2028-04-14 01:00:00,1,17.57,73.61,171.30,fundamental
2028-04-14 02:00:00,2,9.63,63.93,133.33,fundamental
2028-04-14 03:00:00,3,13.10,64.47,132.80,fundamental
2028-04-14 04:00:00,4,15.00,64.23,131.88,fundamental
2028-04-14 05:00:00,5,11.17,65.91,132.08,fundamental
2028-04-14 06:00:00,6,17.88,79.88,156.42,fundamental
2028-04-14 07:00:00,7,14.44,73.63,154.79,fundamental
2028-04-14 08:00:00,8,13.89,54.23,98.81,fundamental
2028-04-14 09:00:00,9,0.00,19.22,58.73,fundamental
2028-04-14 10:00:00,10,-0.66,2.74,19.93,fundamental
2028-04-14 11:00:00,11,-0.95,0.00,3.79,fundamental
2028-04-14 12:00:00,12,-1.23,0.00,2.18,fundamental
2028-04-14 13:00:00,13,-2.01,0.00,2.22,fundamental
2028-04-14 14:00:00,14,-0.99,0.00,2.47,fundamental
2028-04-14 15:00:00,15,-1.54,0.00,4.12,fundamental
2028-04-14 16:00:00,16,-1.24,1.41,16.83,fundamental
2028-04-14 17:00:00,17,0.00,19.72,70.11,fundamental
2028-04-14 18:00:00,18,1.87,52.56,106.32,fundamental
2028-04-14 19:00:00,19,18.50,84.25,171.10,fundamental
2028-04-14 20:00:00,20,19.99,100.14,194.87,fundamental
2028-04-14 21:00:00,21,24.43,112.03,214.22,fundamental
2028-04-14 22:00:00,22,16.03,97.26,196.60,fundamental
2028-04-14 23:00:00,23,17.95,92.15,178.66,fundamental
2028-04-15 00:00:00,0,10.06,68.34,146.26,fundamental
2028-04-15 01:00:00,1,8.85,62.84,135.91,fundamental
2028-04-15 02:00:00,2,6.30,58.35,129.28,fundamental
